nj =20;
nm =10;
Modes ={
<1	1	9	14	1>
<2	1	3	38	0>
<3	1	8	44	0>
<4	1	1	76	0>
<5	1	6	97	0>
<5	1	8	97	0>
<6	1	4	12	0>
<7	1	5	75	0>
<8	1	7	66	0>
<9	1	10	12	0>
<10	1	2	29	0>
<11	2	1	43	1>
<12	2	3	85	0>
<13	2	4	82	0>
<13	2	6	82	0>
<14	2	6	38	0>
<15	2	5	58	0>
<16	2	10	89	0>
<17	2	9	92	0>
<17	2	6	92	0>
<18	2	7	87	0>
<19	2	8	69	0>
<20	2	2	80	0>
<21	3	4	41	1>
<22	3	8	7	0>
<22	3	10	7	0>
<23	3	10	5	0>
<24	3	1	43	0>
<25	3	3	14	0>
<26	3	5	8	0>
<27	3	6	61	0>
<28	3	2	84	0>
<29	3	9	66	0>
<29	3	4	66	0>
<30	3	7	48	0>
<31	4	3	42	1>
<32	4	4	74	0>
<32	4	3	74	0>
<33	4	5	59	0>
<34	4	7	41	0>
<35	4	2	8	0>
<36	4	10	73	0>
<37	4	9	43	0>
<38	4	1	96	0>
<39	4	6	19	0>
<40	4	8	97	0>
<41	5	8	23	1>
<42	5	9	42	0>
<43	5	5	37	0>
<43	5	1	37	0>
<44	5	7	55	0>
<45	5	1	7	0>
<46	5	6	5	0>
<46	5	3	5	0>
<47	5	3	70	0>
<48	5	10	38	0>
<49	5	4	75	0>
<49	5	6	75	0>
<50	5	2	48	0>
<50	5	8	48	0>
<51	6	9	9	1>
<51	6	8	9	1>
<52	6	7	43	0>
<53	6	8	31	0>
<54	6	5	25	0>
<55	6	6	73	0>
<56	6	4	95	0>
<57	6	1	79	0>
<58	6	3	72	0>
<59	6	10	60	0>
<60	6	2	56	0>
<61	7	2	7	1>
<62	7	6	21	0>
<63	7	9	53	0>
<64	7	7	16	0>
<65	7	5	94	0>
<66	7	1	97	0>
<67	7	4	78	0>
<68	7	3	64	0>
<69	7	8	86	0>
<70	7	10	31	0>
<71	8	3	65	1>
<72	8	7	59	0>
<72	8	3	59	0>
<73	8	8	85	0>
<74	8	2	33	0>
<75	8	5	30	0>
<76	8	9	44	0>
<77	8	1	61	0>
<78	8	4	86	0>
<79	8	10	63	0>
<80	8	6	32	0>
<81	9	7	45	1>
<82	9	3	44	0>
<82	9	5	44	0>
<83	9	6	61	0>
<84	9	9	93	0>
<85	9	2	30	0>
<86	9	8	90	0>
<87	9	10	84	0>
<88	9	5	11	0>
<89	9	4	16	0>
<90	9	1	60	0>
<91	10	5	47	1>
<92	10	8	36	0>
<93	10	9	31	0>
<93	10	5	31	0>
<94	10	2	49	0>
<95	10	4	20	0>
<96	10	3	28	0>
<97	10	7	52	0>
<98	10	10	35	0>
<99	10	6	11	0>
<100	10	1	32	0>
<101	11	3	77	1>
<102	11	5	10	0>
<103	11	10	68	0>
<104	11	6	17	0>
<105	11	1	85	0>
<105	11	8	85	0>
<106	11	2	84	0>
<107	11	9	20	0>
<108	11	7	49	0>
<109	11	8	74	0>
<110	11	4	34	0>
<111	12	1	17	1>
<111	12	9	17	1>
<112	12	6	7	0>
<113	12	2	85	0>
<114	12	4	29	0>
<115	12	3	17	0>
<116	12	5	76	0>
<117	12	7	59	0>
<118	12	9	71	0>
<119	12	10	13	0>
<120	12	8	48	0>
<121	13	7	87	1>
<122	13	5	39	0>
<123	13	9	43	0>
<123	13	4	43	0>
<123	13	3	43	0>
<124	13	8	11	0>
<124	13	4	11	0>
<125	13	3	15	0>
<126	13	4	32	0>
<126	13	1	32	0>
<127	13	6	64	0>
<128	13	1	19	0>
<129	13	2	39	0>
<130	13	10	16	0>
<130	13	2	16	0>
<131	14	6	33	1>
<132	14	4	99	0>
<133	14	7	32	0>
<134	14	5	91	0>
<135	14	9	82	0>
<136	14	3	92	0>
<137	14	10	99	0>
<137	14	1	99	0>
<138	14	8	57	0>
<139	14	2	83	0>
<140	14	1	8	0>
<141	15	4	91	1>
<141	15	10	91	1>
<142	15	6	39	0>
<143	15	3	69	0>
<144	15	9	27	0>
<145	15	8	7	0>
<146	15	7	21	0>
<147	15	2	38	0>
<148	15	10	62	0>
<149	15	5	88	0>
<149	15	4	88	0>
<150	15	1	48	0>
<151	16	3	67	1>
<152	16	8	80	0>
<153	16	4	24	0>
<154	16	1	88	0>
<155	16	5	18	0>
<156	16	2	44	0>
<157	16	9	45	0>
<158	16	10	64	0>
<159	16	6	80	0>
<160	16	7	38	0>
<160	16	2	38	0>
<161	17	10	59	1>
<162	17	4	72	0>
<163	17	7	47	0>
<164	17	5	40	0>
<165	17	8	21	0>
<166	17	6	43	0>
<167	17	1	51	0>
<168	17	9	52	0>
<169	17	2	24	0>
<170	17	3	15	0>
<171	18	4	70	1>
<172	18	3	31	0>
<173	18	7	20	0>
<174	18	9	76	0>
<175	18	2	40	0>
<176	18	8	43	0>
<177	18	1	32	0>
<177	18	4	32	0>
<178	18	6	88	0>
<179	18	10	5	0>
<180	18	5	77	0>
<181	19	5	47	1>
<182	19	6	64	0>
<182	19	5	64	0>
<183	19	10	85	0>
<184	19	4	49	0>
<185	19	8	58	0>
<186	19	2	26	0>
<187	19	1	32	0>
<188	19	9	80	0>
<189	19	3	14	0>
<190	19	7	94	0>
<191	20	6	59	1>
<192	20	3	96	0>
<193	20	1	5	0>
<194	20	8	79	0>
<195	20	9	34	0>
<196	20	5	75	0>
<197	20	4	26	0>
<198	20	7	9	0>
<199	20	10	23	0>
<200	20	2	11	0>
};
