nj =10;
nm =5;
Modes ={
<1	1	1	20	1>
<2	1	4	87	0>
<3	1	2	31	0>
<4	1	5	76	0>
<5	1	3	17	0>
<5	1	5	17	0>
<6	2	5	25	1>
<7	2	3	32	0>
<8	2	1	24	0>
<9	2	2	18	0>
<10	2	4	81	0>
<11	3	2	72	1>
<12	3	3	23	0>
<13	3	5	28	0>
<13	3	4	28	0>
<14	3	1	58	0>
<15	3	4	99	0>
<16	4	3	86	1>
<16	4	5	86	1>
<17	4	2	76	0>
<18	4	5	97	0>
<19	4	1	45	0>
<20	4	4	90	0>
<21	5	5	27	1>
<22	5	1	42	0>
<22	5	3	42	0>
<23	5	4	48	0>
<24	5	3	17	0>
<25	5	2	46	0>
<26	6	2	67	1>
<27	6	1	98	0>
<28	6	5	48	0>
<28	6	4	48	0>
<29	6	4	27	0>
<30	6	3	62	0>
<31	7	5	28	1>
<31	7	3	28	1>
<32	7	2	12	0>
<33	7	4	19	0>
<34	7	1	80	0>
<35	7	3	50	0>
<36	8	2	63	1>
<37	8	1	94	0>
<38	8	3	98	0>
<39	8	4	50	0>
<40	8	5	80	0>
<41	9	5	14	1>
<42	9	1	75	0>
<42	9	4	75	0>
<43	9	3	50	0>
<44	9	2	41	0>
<44	9	5	41	0>
<45	9	4	55	0>
<46	10	5	72	1>
<47	10	3	18	0>
<48	10	2	37	0>
<48	10	4	37	0>
<49	10	4	79	0>
<50	10	1	61	0>
<50	10	3	61	0>
};
