nj =20;
nm =5;
Modes ={
<1	1	4	5	1>
<2	1	5	58	0>
<3	1	3	44	0>
<3	1	2	44	0>
<4	1	1	9	0>
<5	1	2	58	0>
<6	2	2	89	1>
<6	2	3	89	1>
<7	2	5	96	0>
<7	2	3	96	0>
<8	2	1	97	0>
<8	2	5	97	0>
<8	2	2	97	0>
<9	2	3	84	0>
<9	2	4	84	0>
<9	2	5	84	0>
<10	2	4	77	0>
<10	2	1	77	0>
<11	3	3	81	1>
<11	3	5	81	1>
<11	3	1	81	1>
<12	3	4	85	0>
<12	3	1	85	0>
<13	3	2	87	0>
<13	3	4	87	0>
<13	3	1	87	0>
<14	3	5	39	0>
<15	3	1	77	0>
<15	3	4	77	0>
<16	4	1	15	1>
<17	4	4	57	0>
<18	4	5	73	0>
<18	4	4	73	0>
<18	4	1	73	0>
<19	4	2	21	0>
<19	4	4	21	0>
<20	4	3	31	0>
<20	4	4	31	0>
<20	4	5	31	0>
<21	5	3	48	1>
<22	5	5	71	0>
<22	5	4	71	0>
<22	5	3	71	0>
<23	5	4	70	0>
<23	5	1	70	0>
<24	5	1	40	0>
<25	5	2	49	0>
<26	6	1	10	1>
<26	6	3	10	1>
<26	6	2	10	1>
<27	6	5	82	0>
<28	6	4	34	0>
<28	6	5	34	0>
<29	6	3	80	0>
<29	6	2	80	0>
<29	6	5	80	0>
<30	6	2	22	0>
<31	7	3	17	1>
<31	7	5	17	1>
<31	7	2	17	1>
<32	7	1	55	0>
<33	7	2	91	0>
<33	7	3	91	0>
<33	7	5	91	0>
<34	7	5	75	0>
<34	7	2	75	0>
<35	7	4	7	0>
<35	7	3	7	0>
<36	8	4	47	1>
<36	8	3	47	1>
<37	8	3	62	0>
<38	8	2	72	0>
<39	8	5	35	0>
<39	8	1	35	0>
<40	8	1	11	0>
<40	8	3	11	0>
<41	9	2	90	1>
<41	9	1	90	1>
<41	9	4	90	1>
<42	9	3	94	0>
<42	9	1	94	0>
<42	9	4	94	0>
<43	9	5	50	0>
<44	9	1	64	0>
<44	9	2	64	0>
<45	9	4	75	0>
<45	9	5	75	0>
<46	10	4	15	1>
<46	10	3	15	1>
<46	10	1	15	1>
<47	10	3	67	0>
<47	10	2	67	0>
<48	10	1	12	0>
<48	10	4	12	0>
<48	10	5	12	0>
<49	10	5	20	0>
<49	10	3	20	0>
<50	10	2	71	0>
<50	10	3	71	0>
<50	10	5	71	0>
<51	11	5	93	1>
<51	11	1	93	1>
<52	11	3	29	0>
<52	11	1	29	0>
<53	11	1	52	0>
<53	11	2	52	0>
<53	11	5	52	0>
<54	11	2	57	0>
<55	11	4	68	0>
<55	11	3	68	0>
<56	12	4	77	1>
<56	12	3	77	1>
<56	12	1	77	1>
<57	12	2	93	0>
<57	12	3	93	0>
<58	12	1	58	0>
<58	12	4	58	0>
<59	12	3	70	0>
<59	12	4	70	0>
<60	12	5	7	0>
<60	12	2	7	0>
<60	12	4	7	0>
<61	13	2	63	1>
<61	13	1	63	1>
<62	13	4	27	0>
<63	13	1	95	0>
<64	13	5	6	0>
<64	13	3	6	0>
<64	13	4	6	0>
<65	13	3	82	0>
<65	13	2	82	0>
<65	13	5	82	0>
<66	14	5	36	1>
<67	14	1	26	0>
<67	14	3	26	0>
<67	14	5	26	0>
<68	14	4	48	0>
<68	14	2	48	0>
<69	14	3	56	0>
<69	14	4	56	0>
<70	14	2	87	0>
<71	15	3	36	1>
<71	15	2	36	1>
<71	15	5	36	1>
<72	15	2	8	0>
<72	15	5	8	0>
<72	15	3	8	0>
<73	15	5	15	0>
<73	15	2	15	0>
<73	15	4	15	0>
<74	15	4	76	0>
<75	15	1	36	0>
<75	15	4	36	0>
<75	15	5	36	0>
<76	16	5	78	1>
<77	16	2	84	0>
<77	16	1	84	0>
<78	16	4	41	0>
<78	16	1	41	0>
<78	16	3	41	0>
<79	16	1	30	0>
<80	16	3	76	0>
<81	17	2	78	1>
<82	17	1	75	0>
<82	17	3	75	0>
<82	17	5	75	0>
<83	17	5	88	0>
<84	17	4	13	0>
<84	17	1	13	0>
<84	17	5	13	0>
<85	17	3	81	0>
<86	18	1	54	1>
<86	18	4	54	1>
<87	18	5	40	0>
<87	18	3	40	0>
<87	18	1	40	0>
<88	18	3	13	0>
<89	18	2	82	0>
<90	18	4	29	0>
<91	19	2	26	1>
<91	19	4	26	1>
<91	19	5	26	1>
<92	19	5	82	0>
<93	19	1	52	0>
<93	19	3	52	0>
<93	19	2	52	0>
<94	19	4	6	0>
<95	19	3	6	0>
<95	19	2	6	0>
<96	20	4	54	1>
<97	20	2	64	0>
<98	20	1	54	0>
<98	20	3	54	0>
<99	20	3	32	0>
<99	20	5	32	0>
<100	20	5	88	0>
<100	20	2	88	0>
};
