nj =15;
nm =5;
Modes ={
<1	1	2	21	1>
<2	1	3	34	0>
<3	1	5	95	0>
<3	1	3	95	0>
<4	1	1	53	0>
<4	1	2	53	0>
<5	1	4	55	0>
<5	1	1	55	0>
<6	2	4	52	1>
<7	2	5	16	0>
<7	2	2	16	0>
<7	2	4	16	0>
<8	2	2	71	0>
<8	2	1	71	0>
<9	2	3	26	0>
<9	2	2	26	0>
<9	2	5	26	0>
<10	2	1	21	0>
<10	2	5	21	0>
<11	3	3	31	1>
<11	3	2	31	1>
<12	3	1	12	0>
<12	3	4	12	0>
<13	3	2	42	0>
<13	3	1	42	0>
<14	3	4	39	0>
<15	3	5	98	0>
<15	3	4	98	0>
<16	4	4	77	1>
<17	4	2	77	0>
<18	4	5	79	0>
<18	4	4	79	0>
<18	4	1	79	0>
<19	4	1	55	0>
<19	4	4	55	0>
<20	4	3	66	0>
<20	4	4	66	0>
<20	4	5	66	0>
<21	5	5	37	1>
<22	5	4	34	0>
<22	5	5	34	0>
<22	5	3	34	0>
<23	5	3	64	0>
<23	5	1	64	0>
<24	5	2	19	0>
<25	5	1	83	0>
<26	6	3	43	1>
<26	6	2	43	1>
<26	6	5	43	1>
<27	6	2	54	0>
<27	6	5	54	0>
<27	6	4	54	0>
<28	6	1	92	0>
<28	6	5	92	0>
<28	6	2	92	0>
<29	6	4	62	0>
<30	6	5	79	0>
<30	6	2	79	0>
<30	6	3	79	0>
<31	7	1	93	1>
<31	7	3	93	1>
<32	7	4	69	0>
<33	7	2	87	0>
<33	7	4	87	0>
<33	7	3	87	0>
<34	7	5	77	0>
<34	7	3	77	0>
<35	7	3	87	0>
<36	8	1	60	1>
<37	8	2	41	0>
<37	8	1	41	0>
<38	8	3	38	0>
<38	8	1	38	0>
<39	8	5	83	0>
<39	8	2	83	0>
<40	8	4	24	0>
<41	9	3	98	1>
<41	9	4	98	1>
<42	9	4	17	0>
<42	9	1	17	0>
<43	9	5	25	0>
<44	9	1	44	0>
<45	9	2	49	0>
<45	9	4	49	0>
<46	10	1	96	1>
<46	10	3	96	1>
<47	10	5	77	0>
<47	10	1	77	0>
<48	10	4	79	0>
<48	10	2	79	0>
<49	10	2	75	0>
<49	10	4	75	0>
<49	10	1	75	0>
<50	10	3	43	0>
<50	10	5	43	0>
<50	10	2	43	0>
<51	11	5	28	1>
<52	11	3	35	0>
<53	11	1	95	0>
<54	11	4	76	0>
<54	11	5	76	0>
<55	11	2	7	0>
<56	12	1	61	1>
<56	12	5	61	1>
<57	12	5	10	0>
<57	12	3	10	0>
<58	12	3	95	0>
<58	12	1	95	0>
<58	12	2	95	0>
<59	12	2	9	0>
<59	12	3	9	0>
<60	12	4	35	0>
<60	12	2	35	0>
<61	13	5	59	1>
<61	13	2	59	1>
<61	13	4	59	1>
<62	13	4	16	0>
<62	13	1	16	0>
<63	13	2	91	0>
<64	13	3	59	0>
<65	13	1	46	0>
<65	13	3	46	0>
<65	13	5	46	0>
<66	14	5	43	1>
<66	14	1	43	1>
<67	14	2	52	0>
<68	14	1	28	0>
<68	14	2	28	0>
<69	14	3	27	0>
<69	14	1	27	0>
<69	14	5	27	0>
<70	14	4	50	0>
<70	14	2	50	0>
<71	15	1	87	1>
<71	15	3	87	1>
<72	15	2	45	0>
<73	15	3	39	0>
<74	15	5	9	0>
<74	15	2	9	0>
<74	15	1	9	0>
<75	15	4	41	0>
};
