nj =15;
nm =10;
Modes ={
<1	1	3	34	1>
<2	1	4	55	0>
<3	1	6	95	0>
<4	1	10	16	0>
<5	1	5	21	0>
<6	1	7	71	0>
<7	1	1	53	0>
<8	1	9	52	0>
<9	1	2	21	0>
<10	1	8	26	0>
<11	2	4	39	1>
<12	2	3	31	0>
<13	2	1	12	0>
<14	2	2	42	0>
<15	2	10	79	0>
<16	2	9	77	0>
<17	2	7	77	0>
<18	2	6	98	0>
<19	2	5	55	0>
<20	2	8	66	0>
<21	3	2	19	1>
<22	3	1	83	0>
<23	3	4	34	0>
<24	3	5	92	0>
<25	3	7	54	0>
<26	3	10	79	0>
<27	3	9	62	0>
<28	3	6	37	0>
<29	3	3	64	0>
<30	3	8	43	0>
<31	4	5	60	1>
<32	4	3	87	0>
<33	4	9	24	0>
<34	4	6	77	0>
<35	4	4	69	0>
<36	4	8	38	0>
<37	4	2	87	0>
<38	4	7	41	0>
<39	4	10	83	0>
<40	4	1	93	0>
<41	5	9	79	1>
<42	5	10	77	0>
<43	5	3	98	0>
<44	5	5	96	0>
<45	5	4	17	0>
<46	5	1	44	0>
<47	5	8	43	0>
<48	5	7	75	0>
<49	5	2	49	0>
<50	5	6	25	0>
<51	6	9	35	1>
<52	6	8	95	0>
<53	6	7	9	0>
<54	6	10	10	0>
<55	6	3	35	0>
<56	6	2	7	0>
<57	6	6	28	0>
<58	6	5	61	0>
<59	6	1	95	0>
<60	6	4	76	0>
<61	7	5	28	1>
<62	7	6	59	0>
<63	7	4	16	0>
<64	7	10	43	0>
<65	7	1	46	0>
<66	7	9	50	0>
<67	7	7	52	0>
<68	7	8	27	0>
<69	7	3	59	0>
<70	7	2	91	0>
<71	8	6	9	1>
<72	8	5	20	0>
<73	8	3	39	0>
<74	8	7	54	0>
<75	8	2	45	0>
<76	8	8	71	0>
<77	8	1	87	0>
<78	8	4	41	0>
<79	8	10	43	0>
<80	8	9	14	0>
<81	9	2	28	1>
<82	9	6	33	0>
<83	9	1	78	0>
<84	9	4	26	0>
<85	9	3	37	0>
<86	9	8	8	0>
<87	9	9	66	0>
<88	9	7	89	0>
<89	9	10	42	0>
<90	9	5	33	0>
<91	10	3	94	1>
<92	10	6	84	0>
<93	10	7	78	0>
<94	10	10	81	0>
<95	10	2	74	0>
<96	10	4	27	0>
<97	10	9	69	0>
<98	10	1	69	0>
<99	10	8	45	0>
<100	10	5	96	0>
<101	11	2	31	1>
<102	11	5	24	0>
<103	11	1	20	0>
<104	11	3	17	0>
<105	11	10	25	0>
<106	11	9	81	0>
<107	11	6	76	0>
<108	11	4	87	0>
<109	11	8	32	0>
<110	11	7	18	0>
<111	12	6	28	1>
<112	12	10	97	0>
<113	12	1	58	0>
<114	12	5	45	0>
<115	12	7	76	0>
<116	12	4	99	0>
<117	12	3	23	0>
<118	12	2	72	0>
<119	12	9	90	0>
<120	12	8	86	0>
<121	13	6	27	1>
<122	13	10	48	0>
<123	13	9	27	0>
<124	13	8	62	0>
<125	13	5	98	0>
<126	13	7	67	0>
<127	13	4	48	0>
<128	13	1	42	0>
<129	13	2	46	0>
<130	13	3	17	0>
<131	14	2	12	1>
<132	14	9	50	0>
<133	14	1	80	0>
<134	14	3	50	0>
<135	14	10	80	0>
<136	14	4	19	0>
<137	14	6	28	0>
<138	14	7	63	0>
<139	14	5	94	0>
<140	14	8	98	0>
<141	15	5	61	1>
<142	15	4	55	0>
<143	15	7	37	0>
<144	15	6	14	0>
<145	15	3	50	0>
<146	15	9	79	0>
<147	15	2	41	0>
<148	15	10	72	0>
<149	15	8	18	0>
<150	15	1	75	0>
};
